"district_id","state_id","n_non","n_dalit","emp_rate_non","emp_rate_dalit","within_gap"
21,"(18) Assam 18",148,33,27.7027027027027,33.3333333333333,5.63063063063063
21,"(23) Madhya Pradesh 23",510,258,56.078431372549,49.6124031007752,-6.46602827177382
21,"(24) Gujarat 24",538,28,49.4423791821561,39.2857142857143,-10.1566648964418
21,"(27) Maharashtra 27",755,128,27.2847682119205,29.6875,2.40273178807947
21,"(28) Andhra Pradesh 28",373,67,37.8016085790885,52.2388059701493,14.4371973910608
21,"(29) Karnataka 29",518,121,50.5791505791506,48.7603305785124,-1.81882000063818
22,"(10) Bihar 10",509,85,23.7721021611002,21.1764705882353,-2.5956315728649
22,"(21) Orissa 21",90,55,54.4444444444444,54.5454545454545,0.101010101010097
22,"(24) Gujarat 24",514,39,32.6848249027237,30.7692307692308,-1.91559413349296
22,"(28) Andhra Pradesh 28",341,197,59.5307917888563,54.3147208121827,-5.21607097667357
22,"(29) Karnataka 29",162,23,32.0987654320988,43.4782608695652,11.3794954374665
23,"(09) Uttar Pradesh 09",611,199,46.9721767594108,55.7788944723618,8.80671771295101
23,"(21) Orissa 21",265,59,52.4528301886792,57.6271186440678,5.17428845538856
23,"(23) Madhya Pradesh 23",868,230,63.594470046083,56.5217391304348,-7.07273091564817
23,"(27) Maharashtra 27",1230,230,33.1707317073171,30.8695652173913,-2.30116648992577
23,"(28) Andhra Pradesh 28",405,70,43.9506172839506,58.5714285714286,14.620811287478
23,"(33) Tamil Nadu 33",378,59,43.6507936507937,52.5423728813559,8.89157923056229
24,"(08) Rajasthan 08",912,232,54.0570175438597,55.6034482758621,1.54643073200241
24,"(09) Uttar Pradesh 09",596,272,40.9395973154362,55.1470588235294,14.2074615080932
24,"(21) Orissa 21",430,93,51.3953488372093,49.4623655913978,-1.93298324581145
24,"(29) Karnataka 29",513,46,50.8771929824561,50,-0.877192982456144
24,"(33) Tamil Nadu 33",316,30,33.2278481012658,36.6666666666667,3.43881856540084
25,"(08) Rajasthan 08",235,54,57.0212765957447,51.8518518518518,-5.16942474389284
25,"(23) Madhya Pradesh 23",831,63,56.6787003610108,53.968253968254,-2.71044639275686
25,"(27) Maharashtra 27",1148,120,39.3728222996516,39.1666666666667,-0.206155632984903
25,"(29) Karnataka 29",797,78,51.1919698870765,60.2564102564103,9.06444036933372
25,"(33) Tamil Nadu 33",83,52,39.7590361445783,34.6153846153846,-5.1436515291937
26,"(08) Rajasthan 08",658,29,52.2796352583587,62.0689655172414,9.78933025888272
26,"(10) Bihar 10",177,26,32.7683615819209,30.7692307692308,-1.99913081269013
26,"(21) Orissa 21",143,38,32.1678321678322,34.2105263157895,2.04269414795731
26,"(23) Madhya Pradesh 23",307,117,39.7394136807818,45.2991452991453,5.55973161836354
26,"(27) Maharashtra 27",561,135,57.7540106951872,51.1111111111111,-6.64289958407605
26,"(29) Karnataka 29",880,279,49.8863636363636,45.8781362007168,-4.00822743564679
27,"(10) Bihar 10",621,254,31.4009661835749,43.3070866141732,11.9061204305983
27,"(21) Orissa 21",168,31,32.1428571428571,32.258064516129,0.115207373271886
27,"(23) Madhya Pradesh 23",583,47,54.8885077186964,38.2978723404255,-16.5906353782709
27,"(27) Maharashtra 27",536,109,58.2089552238806,54.1284403669725,-4.08051485690812
27,"(29) Karnataka 29",472,143,54.8728813559322,53.1468531468531,-1.72602820907905
28,"(09) Uttar Pradesh 09",166,44,33.7349397590361,38.6363636363636,4.90142387732749
28,"(10) Bihar 10",372,60,34.1397849462366,40,5.86021505376344
28,"(21) Orissa 21",28,95,42.8571428571429,38.9473684210526,-3.90977443609022
