"district_id","state_id","n_sample","sc_share","st_share","employment_rate"
25,"(23) Madhya Pradesh 23",894,7.04697986577181,45.3020134228188,56.4876957494407
25,"(27) Maharashtra 27",1268,9.46372239747634,7.96529968454259,39.3533123028391
25,"(29) Karnataka 29",875,8.91428571428571,12.5714285714286,52
25,"(33) Tamil Nadu 33",135,38.5185185185185,0,37.7777777777778
26,"(08) Rajasthan 08",687,4.22125181950509,58.9519650655022,52.6928675400291
26,"(10) Bihar 10",203,12.807881773399,0,32.512315270936
26,"(21) Orissa 21",181,20.9944751381215,0,32.5966850828729
26,"(23) Madhya Pradesh 23",424,27.5943396226415,2.12264150943396,41.2735849056604
26,"(27) Maharashtra 27",696,19.3965517241379,13.3620689655172,56.4655172413793
26,"(29) Karnataka 29",1159,24.0724762726488,12.2519413287317,48.9214840379638
27,"(10) Bihar 10",875,29.0285714285714,0,34.8571428571429
27,"(21) Orissa 21",199,15.5778894472362,9.54773869346734,32.1608040201005
27,"(23) Madhya Pradesh 23",630,7.46031746031746,47.9365079365079,53.6507936507937
27,"(27) Maharashtra 27",645,16.8992248062016,1.86046511627907,57.5193798449612
27,"(29) Karnataka 29",615,23.2520325203252,19.6747967479675,54.4715447154472
27,"(33) Tamil Nadu 33",171,0,0,27.4853801169591
28,"(09) Uttar Pradesh 09",210,20.952380952381,0,34.7619047619048
28,"(10) Bihar 10",432,13.8888888888889,0,34.9537037037037
28,"(21) Orissa 21",123,77.2357723577236,16.260162601626,39.8373983739837
28,"(23) Madhya Pradesh 23",164,17.0731707317073,42.6829268292683,58.5365853658537
28,"(33) Tamil Nadu 33",180,0,0,32.2222222222222
29,"(08) Rajasthan 08",416,18.0288461538462,1.68269230769231,36.0576923076923
29,"(09) Uttar Pradesh 09",688,17.5872093023256,0,44.0406976744186
29,"(21) Orissa 21",368,39.4021739130435,49.1847826086957,54.3478260869565
29,"(23) Madhya Pradesh 23",250,4,0,38.8
29,"(27) Maharashtra 27",231,6.49350649350649,12.987012987013,34.6320346320346
29,"(29) Karnataka 29",354,10.7344632768362,7.6271186440678,54.2372881355932
29,"(33) Tamil Nadu 33",570,22.3591549295775,0,42.9824561403509
30,"(08) Rajasthan 08",196,12.2448979591837,1.02040816326531,41.3265306122449
30,"(09) Uttar Pradesh 09",263,10.2661596958175,0,47.5285171102662
30,"(10) Bihar 10",266,9.3984962406015,4.51127819548872,30.4511278195489
30,"(23) Madhya Pradesh 23",285,17.8947368421053,1.75438596491228,49.4736842105263
30,"(27) Maharashtra 27",1308,16.5137614678899,3.97553516819572,37.5382262996942
30,"(33) Tamil Nadu 33",471,11.2526539278132,0.849256900212314,34.8195329087049
31,"(08) Rajasthan 08",192,58.3333333333333,3.64583333333333,44.7916666666667
31,"(10) Bihar 10",272,15.4411764705882,0,40.0735294117647
31,"(27) Maharashtra 27",1164,21.0481099656357,2.57731958762887,40.1202749140894
32,"(08) Rajasthan 08",984,23.780487804878,8.13008130081301,54.5731707317073
32,"(10) Bihar 10",1159,20.7075064710958,2.24331320103538,31.2338222605695
32,"(23) Madhya Pradesh 23",197,1.52284263959391,0,38.5786802030457
32,"(27) Maharashtra 27",388,11.0824742268041,0,43.5567010309278
33,"(09) Uttar Pradesh 09",246,17.8861788617886,0,47.9674796747967
34,"(09) Uttar Pradesh 09",654,23.2415902140673,0,42.2018348623853
34,"(27) Maharashtra 27",241,1.2448132780083,1.6597510373444,26.9709543568465
35,"(10) Bihar 10",268,20.5223880597015,2.98507462686567,23.8805970149254
35,"(23) Madhya Pradesh 23",813,9.96309963099631,32.4723247232472,59.409594095941
36,"(09) Uttar Pradesh 09",385,18.7012987012987,0,32.2077922077922
36,"(23) Madhya Pradesh 23",407,13.5135135135135,10.5651105651106,61.6707616707617
37,"(23) Madhya Pradesh 23",507,10.8481262327416,4.73372781065089,52.0710059171598
38,"(23) Madhya Pradesh 23",196,11.734693877551,3.57142857142857,37.2448979591837
39,"(23) Madhya Pradesh 23",150,2.66666666666667,0,34
40,"(09) Uttar Pradesh 09",258,14.3410852713178,0,37.2093023255814
41,"(09) Uttar Pradesh 09",125,20.8,0,44
41,"(23) Madhya Pradesh 23",226,0,72.1238938053097,69.0265486725664
42,"(09) Uttar Pradesh 09",400,35.75,0,56.25
42,"(23) Madhya Pradesh 23",298,2.3489932885906,61.0738255033557,67.4496644295302
44,"(09) Uttar Pradesh 09",196,40.8163265306122,0,41.8367346938776
44,"(23) Madhya Pradesh 23",418,8.61244019138756,25.3588516746411,57.6555023923445
45,"(09) Uttar Pradesh 09",793,13.7452711223203,8.5750315258512,40.7313997477932
46,"(09) Uttar Pradesh 09",232,20.2586206896552,0,27.5862068965517
47,"(09) Uttar Pradesh 09",543,13.6279926335175,0,42.7255985267035
48,"(09) Uttar Pradesh 09",396,23.4848484848485,0,40.9090909090909
49,"(09) Uttar Pradesh 09",845,24.4970414201183,0,49.2307692307692
50,"(09) Uttar Pradesh 09",362,17.1270718232044,0,55.2486187845304
