"social_group","n","employment_rate","mean_wealth","mean_education","org_membership_rate"
"Other_Religions",5388,0.387342242019302,22.6137713437268,7.66195874372793,0.152375649591685
NA,81,0.296296296296296,19.8,8.075,0.234567901234568
"Brahmins",10179,0.397779742607329,19.5590520208477,7.694023982701,0.0688028307450364
"Forward_castes",32787,0.433403483087809,18.9268917558789,6.94872577445445,0.127917976259498
"OBCs",68275,0.464108385206884,15.5245219429995,5.25606018389524,0.0875537488443081
"Muslims",27341,0.355473464759884,15.3382762155829,4.28321306911835,0.0554292836718235
"Dalits",43137,0.454667686672694,14.0285780561355,4.48043629612439,0.0807185295209803
"Adivasis",17380,0.53337169159954,11.2834273868479,4.0798663132419,0.0857208739263273
